STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,,,PRCP,TMAX,TMIN
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/01,0.02,75,63
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/02,0.02,70,56
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/03,0.08,65,53
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/04,0.7,69,56
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/05,0,65,44
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/06,0,72,38
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/07,0,70,41
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/08,0,73,52
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/09,0,66,46
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/10,0,54,32
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/11,0,50,26
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/12,0,47,31
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/13,0.37,46,34
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/14,0,48,36
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/15,0.03,50,38
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/16,0,60,30
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/17,0.04,60,32
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/18,0.05,59,41
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/19,0,68,45
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/20,0.68,66,42
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/21,0.01,48,25
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/22,0,49,23
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/23,0.01,66,40
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/24,1.2,65,53
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/25,0.02,55,32
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/26,0,56,26
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/27,0,57,29
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/28,0,62,38
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/29,0.06,57,42
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/30,0,49,24
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,01/31,0,53,26
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/01,0,65,28
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/02,0,71,33
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/03,0.06,66,47
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/04,0,72,38
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/05,0,80,44
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/06,0,79,51
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/07,0,85,57
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/08,0,80,59
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/09,0,69,44
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/10,0,51,32
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/11,0.09,53,39
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/12,0.03,81,50
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/13,0.05,77,42
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/14,0,69,31
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/15,0,69,45
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/16,0.34,72,-9999
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/17,0.03,53,41
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/18,0.16,70,41
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/19,0.03,64,40
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/20,0.15,45,37
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/21,0.02,72,40
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/22,0.02,69,49
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/23,0.04,55,43
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/24,0.1,74,43
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/25,0,67,38
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/26,0,72,38
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/27,0.01,73,49
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,02/28,0.07,71,49
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/01,0.74,65,57
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/02,0.22,71,53
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/03,0,75,53
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/04,1.34,71,45
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/05,0.25,54,34
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/06,0,53,28
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/07,0,63,29
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/08,0.1,75,45
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/09,0.42,62,47
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/10,0,80,52
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/11,0,78,55
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/12,0,71,43
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/13,0,70,38
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/14,0,80,48
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/15,0,83,61
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/16,0,76,48
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/17,0,66,39
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/18,0,70,35
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/19,0,66,39
GHCND:USC00381944,COLUMBIA UNIVERSITY OF SC SC US,74.4,33.99151,-81.02409,2019,03/20,0,63,39
